,Term,ID,Subject,Catalog,Session,Location,Final_Letter,Final_Numeric,SPE_Letter,SPE_Numeric,NBME_Letter,NBME_Numeric,OSCE_Letter,OSCE_Numeric,Final_Letter2,SPE_Letter2,NBME_Letter2,OSCE_Letter2
5397,5300,1794,NU,302,1A4,UMMHC-University Campus,HH,94.6,High Honors,3.68,Honors,79,High Honors,20,High Honors,High Honors,Honors,High Honors
5398,5300,1794,ME,300B,1C5,Falmouth Hospital,HH,3.6,High Honors,3.64,Pass,2.6,High Honors,4,High Honors,High Honors,Pass,High Honors
5399,5301,1794,SU,300,3C5,Milford Regional Medical Center,H,3,High Honors,3.97,Pass,73,Pass,66,Honors,High Honors,Pass,Pass
5400,5200,1654,OB,300,S1C,Cape Cod Hospital,H,NA,Honors,38,Pass,7,Honors,20,Honors,Honors,Pass,Honors
5401,5200,1654,PE,300,S2A,UMMHC-University Campus,H,NA,Honors,3.16,Pass,78,Honors,88,Honors,Honors,Pass,Honors
5402,5200,1654,FC,300,S2B,Worcester Area North,HH,NA,High Honors,44.57,Honors,17.76,High Honors,18.44,High Honors,High Honors,Honors,High Honors
5403,5200,1654,PS,300,S2C,UMMHC-8 East,H,NA,High Honors,88,Pass,78,Honors,86,Honors,High Honors,Pass,Honors
5404,5200,1654,SU,300,1A5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.55,Pass,64,Honors,73,Honors,High Honors,Pass,Honors
5405,5201,1654,NU,302,3B3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.25,Honors,77,Pass,13,Honors,Honors,Honors,Pass
5406,5201,1654,ME,300B,3C5,UMMHC-Marlborough Hospital,H,NA,Honors,3.46,Pass,2.2,Pass,2,Honors,Honors,Pass,Pass
5407,5000,1055,OB,300,S2A,Berkshire Medical Center,H,NA,High Honors,39,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
5408,5001,1055,PE,300,S3A,Baystate Medical Center,H,NA,High Honors,3.47,NA,77,Pass,81,Honors,High Honors,NA,Pass
5409,5001,1055,PS,300,S3B,Berkshire Medical Center,H,NA,NA,NA,Honors,81,Honors,80,Honors,NA,Honors,Honors
5410,5001,1055,FC,300,S3C,Worcester Area South,S,NA,NA,NA,NA,NA,Satisfactory,NA,Satisfactory,NA,NA,Satisfactory
5411,5000,1055,SU,300,2C5,Cape Cod Hospital,P,NA,Honors,3.41,Pass,74,Pass,68,Pass,Honors,Pass,Pass
5412,5200,1065,FC,300,S1A,Worcester Area North,H,NA,High Honors,45,Pass,16.26,Honors,15.94,Honors,High Honors,Pass,Honors
5413,5200,1065,PE,300,S1B,UMMHC-University Campus,H,NA,Honors,3.25,Pass,78,Pass,84,Honors,Honors,Pass,Pass
5414,5200,1065,PS,300,S1C,TaraVista Behavioral Health Center,H,NA,High Honors,99,Honors,87,Pass,78,Honors,High Honors,Honors,Pass
5415,5200,1065,NU,302,2A4,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.5,High Honors,88,Pass,13,Honors,High Honors,High Honors,Pass
5416,5200,1065,ME,300B,2C5,Milford Regional Medical Center,H,NA,Honors,3.46,Honors,3.3,Honors,3,Honors,Honors,Honors,Honors
5417,5100,1421,ME,300B,S1A,UMMHC-Memorial Campus,H,NA,Honors,3.44,Pass,2.5,High Honors,3.5,Honors,Honors,Pass,High Honors
5418,5100,1421,NU,302,S1C,UMMHC-University Campus,HH,NA,High Honors,3.91,Honors,79,High Honors,20,High Honors,High Honors,Honors,High Honors
5419,5100,1421,PE,300,S2A,UMMHC-University Campus,H,NA,Honors,3.23,NA,83,Honors,87,Honors,Honors,NA,Honors
5420,5100,1421,FC,300,S2B,Worcester Area South,H,NA,Honors,36.48,NA,13.2,Pass,14.88,Honors,Honors,NA,Pass
5421,5100,1421,PS,300,S2C,Baystate Medical Center,H,NA,High Honors,92,Pass,80,Honors,82,Honors,High Honors,Pass,Honors
5422,5101,1421,SU,300,S3A,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.71,Honors,77,High Honors,80,High Honors,High Honors,Honors,High Honors
5423,5101,1421,OB,300,S3C,UMMHC-Memorial Campus,H,NA,High Honors,44,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
5424,5100,1499,PE,300,S1A,UMMHC-University Campus,HH,NA,High Honors,3.62,NA,74,High Honors,91,High Honors,High Honors,NA,High Honors
5425,5100,1499,FC,300,S1B,Worcester Area North,H,NA,Honors,37.28,NA,12.57,Honors,16.27,Honors,Honors,NA,Honors
5426,5100,1499,PS,300,S1C,Cape Cod Hospital,HH,NA,High Honors,88,Honors,87,High Honors,91,High Honors,High Honors,Honors,High Honors
5427,5100,1499,ME,300B,S2A,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.45,Honors,3.1,Honors,3,Honors,Honors,Honors,Honors
5428,5100,1499,NU,302,S2B,Baystate Medical Center,H,NA,Honors,3.3,High Honors,90,Honors,17,Honors,Honors,High Honors,Honors
5429,5101,1499,OB,300,S3A,UMMHC-Memorial Campus,HH,NA,High Honors,42,Honors,11,High Honors,23,High Honors,High Honors,Honors,High Honors
5430,5101,1499,SU,300,S3B,Cape Cod Hospital,HH,NA,High Honors,3.68,Honors,78,High Honors,77,High Honors,High Honors,Honors,High Honors
5431,5200,1346,PE,300,S2A,UMMHC-University Campus,HH,NA,Honors,3.44,High Honors,92,High Honors,94,High Honors,Honors,High Honors,High Honors
5432,5200,1346,FC,300,S2B,Worcester Area South,HH,NA,High Honors,44.98,Honors,17.38,High Honors,19.69,High Honors,High Honors,Honors,High Honors
5433,5200,1346,PS,300,S2C,TaraVista Behavioral Health Center,HH,NA,High Honors,100,High Honors,91,High Honors,93,High Honors,High Honors,High Honors,High Honors
5434,5201,1346,OB,300,S3B,UMMHC-Memorial Campus,HH,NA,Honors,39,High Honors,15,High Honors,23,High Honors,Honors,High Honors,High Honors
5435,5200,1346,NU,302,1A4,UMMHC-University Campus,HH,NA,High Honors,3.83,High Honors,87,High Honors,20,High Honors,High Honors,High Honors,High Honors
5436,5200,1346,ME,300B,1B5,Milford Regional Medical Center,HH,NA,High Honors,3.69,High Honors,3.5,High Honors,4,High Honors,High Honors,High Honors,High Honors
5437,5201,1346,SU,300,3A5,UMMHC-Memorial MIS,HH,NA,High Honors,3.89,High Honors,83,High Honors,82,High Honors,High Honors,High Honors,High Honors
5438,4900,1181,OB,300,S2B,UMMHC-Memorial Campus,H,NA,High Honors,36,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5439,4900,1181,SU,300,S2C,Cape Cod Hospital,H,NA,High Honors,3.57,High Honors,84,Honors,76,Honors,High Honors,High Honors,Honors
5440,4901,1181,FC,300,S3A,Worcester Area North,H,NA,High Honors,40,NA,13.2,Honors,12.29,Honors,High Honors,NA,Honors
5441,4901,1181,PS,300,S3B,Cape Cod Hospital,HH,NA,NA,NA,Honors,86,High Honors,89,High Honors,NA,Honors,High Honors
5442,4901,1181,PE,300,S3C,Baystate Medical Center,H,NA,Honors,2.96,NA,74,Pass,83,Honors,Honors,NA,Pass
5443,4900,1181,NU,302,1C3,Berkshire Medical Center,H,NA,High Honors,3.58,Pass,69,Pass,13,Honors,High Honors,Pass,Pass
5444,5000,1167,OB,300,S2A,Milford Regional Medical Center,H,NA,High Honors,41,Pass,7,Honors,21,Honors,High Honors,Pass,Honors
5445,5001,1167,PE,300,S3A,UMMHC-University Campus,H,NA,Honors,3.09,NA,79,Pass,84,Honors,Honors,NA,Pass
5446,5001,1167,FC,300,S3B,Worcester Area South,H,NA,Honors,39.94,NA,13,Honors,13.88,Honors,Honors,NA,Honors
5447,5001,1167,PS,300,S3C,Berkshire Medical Center,S,NA,NA,NA,Honors,88,High Honors,96,Satisfactory,NA,Honors,High Honors
5448,5000,1167,NU,302,1A4,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.58,Honors,84,High Honors,20,High Honors,High Honors,Honors,High Honors
5449,5000,1167,ME,300B,1B5,Milford Regional Medical Center,H,NA,Honors,3.33,High Honors,3.7,Pass,2.5,Honors,Honors,High Honors,Pass
5450,5000,1167,SU,300,2B5,Cape Cod Hospital,H,NA,High Honors,3.6,Pass,71,Pass,77,Honors,High Honors,Pass,Pass
5451,5302,1969,PS,300,S1A,Berkshire Medical Center,H,90,High Honors,99,Pass,77,Honors,80,Honors,High Honors,Pass,Honors
5452,5302,1969,FC,300,S1B,Worcester Area South,H,91.15,Honors,41.7,Pass,15.6,High Honors,19.35,Honors,Honors,Pass,High Honors
5453,5302,1969,PE,300,S1C,UMMHC-University Campus,H,3.12,Honors,3.2,Pass,70,Honors,87,Honors,Honors,Pass,Honors
5454,5200,1582,OB,300,S1C,"Baystate Medical Center - Springfield, MA",H,NA,Honors,36,Honors,11,Honors,20,Honors,Honors,Honors,Honors
5455,5201,1582,PE,300,S3A,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.98,Pass,80,High Honors,92,High Honors,High Honors,Pass,High Honors
5456,5201,1582,PS,300,S3B,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,96,Honors,86,Honors,82,Honors,High Honors,Honors,Honors
5457,5201,1582,FC,300,S3C,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,44.57,Honors,18.13,High Honors,19.38,High Honors,High Honors,Honors,High Honors
5458,5200,1582,SU,300,1A5,"Baystate Medical Center - Springfield, MA",H,NA,Honors,3.42,Pass,70,High Honors,81,Honors,Honors,Pass,High Honors
5459,5200,1582,NU,302,2B3,"Baystate Medical Center - Springfield, MA",HH,NA,High Honors,3.59,High Honors,87,High Honors,20,High Honors,High Honors,High Honors,High Honors
5460,5200,1582,ME,300B,2C5,"Baystate Medical Center - Springfield, MA",H,NA,High Honors,3.6,Honors,3.4,Honors,3,Honors,High Honors,Honors,Honors
5461,4900,1091,PE,300,S1A,UMMHC-University Campus,H,NA,Pass,2.76,NA,81,Honors,88,Honors,Pass,NA,Honors
5462,4900,1091,PS,300,S1B,UMMHC-C/L,H,NA,NA,NA,Honors,86,Honors,84,Honors,NA,Honors,Honors
5463,4900,1091,FC,300,S1C,Worcester Area South,H,NA,High Honors,37.68,NA,12.9,Honors,13,Honors,High Honors,NA,Honors
5464,4901,1091,OB,300,S3A,UMMHC-Memorial Campus,H,NA,Honors,40,Honors,11,Honors,21,Honors,Honors,Honors,Honors
5465,4901,1091,SU,300,S3C,UMMHC-University & Memorial Campuses,HH,NA,High Honors,3.5,High Honors,85,High Honors,76,High Honors,High Honors,High Honors,High Honors
5466,4900,1091,NU,302,2C3,UMMHC-University Campus,H,NA,Honors,3.25,High Honors,91,Honors,16,Honors,Honors,High Honors,Honors
5467,4900,1241,PS,300,S2A,UMMHC-Psychiatric Treatment and Recovery Center (PTRC),H,NA,NA,NA,Pass,80,Honors,86,Honors,NA,Pass,Honors
5468,4900,1241,PE,300,S2B,UMMHC-University Campus,HH,NA,High Honors,3.44,NA,90,High Honors,91,High Honors,High Honors,NA,High Honors
5469,4900,1241,FC,300,S2C,Worcester Area South,H,NA,Honors,36.08,NA,14,High Honors,14.58,Honors,Honors,NA,High Honors
5470,4901,1241,OB,300,S3B,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,43,Honors,11,High Honors,24,High Honors,High Honors,Honors,High Honors
5471,4901,1241,SU,300,S3C,UMMHC-University & Memorial Campuses,H,NA,High Honors,3.94,Honors,78,High Honors,85,Honors,High Honors,Honors,High Honors
5472,4900,1241,NU,302,1C3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.08,Honors,80,Honors,16,Honors,Honors,Honors,Honors
5473,5201,1057,OB,300,S3A,Berkshire Medical Center,HH,NA,High Honors,44,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
5474,5200,1057,ME,300B,2B5,UMMHC-Memorial Campus,HH,NA,High Honors,3.71,High Honors,3.6,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
5475,5200,1057,NU,302,2C3,Berkshire Medical Center,H,NA,Honors,3.42,High Honors,91,Pass,10,Honors,Honors,High Honors,Pass
5476,5201,1057,SU,300,3B5,UMMHC-University Haidak,HH,NA,High Honors,3.71,High Honors,84,High Honors,79,High Honors,High Honors,High Honors,High Honors
5477,4900,1244,SU,300,S1B,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.38,Pass,66,Honors,70,Honors,Honors,Pass,Honors
5478,4900,1244,OB,300,S1C,UMMHC-Memorial Campus,H,NA,High Honors,41,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
5479,4900,1244,PE,300,S2A,UMMHC-University Campus,H,NA,High Honors,3.54,NA,80,Pass,84,Honors,High Honors,NA,Pass
5480,4900,1244,FC,300,S2B,Worcester Area South,H,NA,High Honors,38.08,NA,11.9,Honors,12.66,Honors,High Honors,NA,Honors
5481,4900,1244,PS,300,S2C,Cape Cod Hospital,H,NA,NA,NA,Pass,82,Honors,84,Honors,NA,Pass,Honors
5482,4901,1244,NU,302,3B4,UMMHC-University Campus,H,NA,High Honors,3.5,Honors,81,Pass,10,Honors,High Honors,Honors,Pass
5483,5400,1933,OB,300,S2C,Cape Cod Hospital,P,69,Honors,32,Pass,7,Pass,19,Pass,Honors,Pass,Pass
5484,5401,1933,PS,300,S3A,Berkshire Medical Center,H,85,Honors,80,High Honors,91,Honors,83,Honors,Honors,High Honors,Honors
5485,5401,1933,FC,300,S3B,Worcester Area South,H,86.45,Honors,38.95,Honors,17.2,Honors,16.3,Honors,Honors,Honors,Honors
5486,5400,1933,SU,300,2A5,Milford Regional Medical Center,I,NA,Honors,3.11,Incomplete,60,Pass,63,Incomplete,Honors,Incomplete,Pass
5487,5400,1897,PE,300,S1A,UMMHC-University Campus,H,3.29,Pass,2.93,Honors,78,High Honors,94,Honors,Pass,Honors,High Honors
5488,5400,1897,PS,300,S1B,Cape Cod Hospital,HH,92,High Honors,97,Honors,83,High Honors,88,High Honors,High Honors,Honors,High Honors
5489,5400,1897,FC,300,S1C,Worcester Area North,HH,97,High Honors,44.98,High Honors,19.6,Honors,17.42,High Honors,High Honors,High Honors,Honors
5490,5401,1897,OB,300,S3A,UMMHC-Memorial Campus,H,87,High Honors,41,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
5491,5400,1897,NU,302,2A4,UMMHC-University Campus,H,87.75,Honors,3.56,High Honors,87,Pass,73,Honors,Honors,High Honors,Pass
5492,5400,1897,ME,300B,2B5,Milford Regional Medical Center,HH,3.58,High Honors,3.67,High Honors,3.8,Honors,3,High Honors,High Honors,High Honors,Honors
5493,5401,1897,SU,300,3B5,Cape Cod Hospital,HH,4,High Honors,3.97,High Honors,80,High Honors,82,High Honors,High Honors,High Honors,High Honors
5494,5200,1632,OB,300,S2C,UMMHC-Memorial Campus,HH,NA,High Honors,42,High Honors,15,Honors,22,High Honors,High Honors,High Honors,Honors
5495,5201,1632,PS,300,S3A,Cape Cod Hospital,H,NA,High Honors,98,Honors,84,Honors,83,Honors,High Honors,Honors,Honors
5496,5201,1632,PE,300,S3B,UMMHC-University Campus,HH,NA,High Honors,3.58,Honors,80,High Honors,88,High Honors,High Honors,Honors,High Honors
5497,5201,1632,FC,300,S3C,Worcester Area North,H,NA,High Honors,44.57,Honors,17.2,Honors,17.5,Honors,High Honors,Honors,Honors
5498,5200,1632,NU,302,1A4,Saint Vincent Hospital Massachusetts,H,NA,Honors,3,Honors,81,Honors,16,Honors,Honors,Honors,Honors
5499,5200,1632,ME,300B,1C5,UMMHC-Memorial Campus,HH,NA,High Honors,3.67,High Honors,3.8,Honors,3,High Honors,High Honors,High Honors,Honors
5500,5200,1632,SU,300,2A5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.76,Pass,74,High Honors,79,Honors,High Honors,Pass,High Honors
5501,5300,1807,FC,300,S1A,Worcester Area North,HH,96.17,High Honors,44.16,Honors,17.98,High Honors,19.03,High Honors,High Honors,Honors,High Honors
5502,5300,1807,PS,300,S1B,Dr. J. Corrigan Mental Health Center,H,90,High Honors,93,Honors,87,Honors,82,Honors,High Honors,Honors,Honors
5503,5300,1807,PE,300,S1C,Baystate Medical Center,HH,3.7,High Honors,4,Pass,82,High Honors,88,High Honors,High Honors,Pass,High Honors
5504,5301,1807,OB,300,S3C,UMMHC-Memorial Campus,HH,88,High Honors,40,Honors,11,Honors,22,High Honors,High Honors,Honors,Honors
5505,5300,1807,NU,302,2A4,UMMHC-University Campus,H,87.7,High Honors,3.79,Honors,84,Pass,12,Honors,High Honors,Honors,Pass
5506,5300,1807,ME,300B,2C5,Milford Regional Medical Center,HH,3.56,High Honors,3.5,Pass,2.7,High Honors,4,High Honors,High Honors,Pass,High Honors
5507,5301,1807,SU,300,3B5,UMMHC-Memorial Colorectal,HH,3.6,High Honors,3.8,Honors,78,High Honors,86,High Honors,High Honors,Honors,High Honors
5508,5100,1407,FC,300,S1A,Worcester Area South,H,NA,Honors,35.2,NA,13.1,Honors,16.11,Honors,Honors,NA,Honors
5509,5000,1407,OB,300,S1C,Saint Vincent Hospital Massachusetts,H,NA,Honors,33,Pass,11,Honors,21,Honors,Honors,Pass,Honors
5510,5000,1407,PS,300,S2A,Worcester Recovery Center and Hospital - Adolescent Unit,H,NA,NA,NA,Honors,84,Honors,85,Honors,NA,Honors,Honors
5511,5000,1407,PE,300,S2C,UMMHC-University Campus,P,NA,Honors,3.11,NA,76,Honors,83,Pass,Honors,NA,Honors
5512,5000,1407,SU,300,1A5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.13,High Honors,84,Pass,72,Honors,Honors,High Honors,Pass
5513,5001,1407,ME,300B,3B5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.43,Pass,2,Honors,3,Honors,Honors,Pass,Honors
5514,5001,1407,NU,302,3C3,Saint Vincent Hospital Massachusetts,S,NA,NA,NA,HONORS,84,High Honors,20,Satisfactory,NA,Honors,High Honors
5515,5300,1750,PE,300,S1A,"Baystate Medical Center - Springfield, MA",HH,3.57,High Honors,3.54,Honors,82,High Honors,95,High Honors,High Honors,Honors,High Honors
5516,5300,1750,PS,300,S1B,"Baystate Medical Center - Springfield, MA",H,92,High Honors,100,Honors,84,Pass,78,Honors,High Honors,Honors,Pass
5517,5300,1750,FC,300,S1C,"Baystate Medical Center - Springfield, MA",H,87.41,Honors,40.88,Pass,17.09,Honors,17.14,Honors,Honors,Pass,Honors
5518,5301,1750,OB,300,S3C,"Baystate Medical Center - Springfield, MA",HH,90,High Honors,44,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
5519,5300,1750,ME,300B,2A5,"Baystate Medical Center - Springfield, MA",H,3.52,High Honors,3.79,Honors,3,Honors,3,Honors,High Honors,Honors,Honors
5520,5300,1750,NU,302,2B3,"Baystate Medical Center - Springfield, MA",HH,97.1,High Honors,3.73,High Honors,89,High Honors,20,High Honors,High Honors,High Honors,High Honors
5521,5301,1750,SU,300,3A5,"Baystate Medical Center - Springfield, MA",H,3.4,High Honors,4,Pass,74,High Honors,80,Honors,High Honors,Pass,High Honors
5522,5200,1030,FC,300,S2A,Worcester Area South,HH,NA,High Honors,44.16,Honors,17.96,High Honors,18.75,High Honors,High Honors,Honors,High Honors
5523,5200,1030,PS,300,S2B,Berkshire Medical Center,H,NA,High Honors,100,Honors,84,Honors,84,Honors,High Honors,Honors,Honors
5524,5200,1030,PE,300,S2C,Baystate Medical Center,HH,NA,High Honors,3.7,High Honors,89,High Honors,95,High Honors,High Honors,High Honors,High Honors
5525,5201,1030,OB,300,S3A,Milford Regional Medical Center,H,NA,High Honors,43,Honors,11,Honors,22,Honors,High Honors,Honors,Honors
5526,5200,1030,SU,300,1B5,Cape Cod Hospital,H,NA,High Honors,3.65,Pass,74,High Honors,76,Honors,High Honors,Pass,High Honors
5527,5100,1075,SU,300,S1A,UMMHC-Memorial MIS,HH,NA,High Honors,3.83,High Honors,77,High Honors,83,High Honors,High Honors,High Honors,High Honors
5528,5100,1075,FC,300,S2A,Worcester Area North,HH,NA,High Honors,39.68,NA,14,High Honors,18.61,High Honors,High Honors,NA,High Honors
5529,5100,1075,PS,300,S2B,UMMHC-8 East,HH,NA,High Honors,94,High Honors,93,High Honors,92,High Honors,High Honors,High Honors,High Honors
5530,5100,1075,PE,300,S2C,UMMHC-University Campus,HH,NA,High Honors,3.63,NA,96,High Honors,90,High Honors,High Honors,NA,High Honors
5531,5101,1075,OB,300,S3A,UMMHC-Memorial Campus,HH,NA,Honors,39,High Honors,15,High Honors,23,High Honors,Honors,High Honors,High Honors
5532,5300,1834,OB,300,S1C,UMMHC-Memorial Campus,P,75,Honors,33,Honors,11,PASS,19,Pass,Honors,Honors,Pass
5533,5301,1834,PE,300,S3A,UMMHC-University Campus,HH,3.74,Honors,3.41,Honors,89,High Honors,90,High Honors,Honors,Honors,High Honors
5534,5301,1834,FC,300,S3B,Worcester Area North,HH,94.33,High Honors,44.57,Honors,17.6,High Honors,18.06,High Honors,High Honors,Honors,High Honors
5535,5301,1834,PS,300,S3C,Berkshire Medical Center,HH,92,High Honors,93,Honors,89,High Honors,91,High Honors,High Honors,Honors,High Honors
5536,5300,1834,SU,300,1B5,Cape Cod Hospital,H,3.4,High Honors,3.73,Honors,76,Honors,71,Honors,High Honors,Honors,Honors
5537,5300,1834,ME,300B,2A5,Saint Vincent Hospital Massachusetts,H,3.31,Honors,3.29,High Honors,3.6,Honors,3,Honors,Honors,High Honors,Honors
5538,5300,1834,NU,302,2B3,Saint Vincent Hospital Massachusetts,H,82,High Honors,3.55,High Honors,85,PASS,12,Honors,High Honors,High Honors,Pass
5539,5100,1015,PS,300,S1A,UMMHC-8 East,H,NA,High Honors,89,Pass,80,Honors,81,Honors,High Honors,Pass,Honors
5540,5000,1015,PE,300,S1B,UMMHC-University Campus,H,NA,High Honors,3.67,NA,67,High Honors,91,Honors,High Honors,NA,High Honors
5541,5000,1015,FC,300,S1C,Worcester Area North,H,NA,High Honors,40,NA,12.95,Honors,12.47,Honors,High Honors,NA,Honors
5542,5001,1015,OB,300,S3B,UMMHC-Memorial Campus,H,NA,High Honors,42,Pass,7,Honors,22,Honors,High Honors,Pass,Honors
5543,5000,1015,ME,300B,2A5,Saint Vincent Hospital Massachusetts,H,NA,High Honors,3.76,Pass,2,Honors,3,Honors,High Honors,Pass,Honors
5544,5000,1015,NU,302,2B3,UMMHC-University Campus,H,NA,High Honors,3.63,Pass,71,Honors,17,Honors,High Honors,Pass,Honors
5545,5400,1831,FC,300,S1A,Worcester Area North,HH,94.59,High Honors,44.98,Pass,16.8,High Honors,18.41,High Honors,High Honors,Pass,High Honors
5546,5400,1831,PE,300,S1B,UMMHC-University Campus,H,3.32,Honors,3.43,Honors,79,Honors,88,Honors,Honors,Honors,Honors
5547,5300,1831,PS,300,S1C,Cape Cod Hospital,H,89,High Honors,97,Pass,77,Honors,81,Honors,High Honors,Pass,Honors
5548,5301,1831,OB,300,S3B,UMMHC-Memorial Campus,H,87,High Honors,42,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
5549,5300,1831,NU,302,2A4,Berkshire Medical Center,H,78.4,Honors,3.08,Pass,73,Pass,14,Honors,Honors,Pass,Pass
5550,5300,1831,ME,300B,2C5,Berkshire Medical Center,H,3.29,High Honors,3.52,Pass,2,High Honors,3.5,Honors,High Honors,Pass,High Honors
5551,5301,1831,SU,300,3A5,Berkshire Medical Center,H,3,High Honors,4,Pass,74,Honors,72,Honors,High Honors,Pass,Honors
5552,5200,1657,PS,300,S2A,UMMHC-C/L,HH,NA,High Honors,90,High Honors,96,Honors,82,High Honors,High Honors,High Honors,Honors
5553,5200,1657,FC,300,S2B,Worcester Area North,HH,NA,High Honors,44.98,Honors,18.32,High Honors,19.38,High Honors,High Honors,Honors,High Honors
5554,5200,1657,PE,300,S2C,UMMHC-University Campus,HH,NA,Honors,3.21,High Honors,85,High Honors,91,High Honors,Honors,High Honors,High Honors
5555,5201,1657,OB,300,S3B,UMMHC-Memorial Campus,H,NA,High Honors,42,Honors,11,Honors,21,Honors,High Honors,Honors,Honors
5556,5200,1657,ME,300B,1A5,Falmouth Hospital,H,NA,High Honors,3.65,High Honors,3.8,Pass,2,Honors,High Honors,High Honors,Pass
5557,5200,1657,NU,302,1B3,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.33,High Honors,86,Pass,13,Honors,Honors,High Honors,Pass
5558,5201,1657,SU,300,3C5,Saint Vincent Hospital Massachusetts,HH,NA,High Honors,3.87,High Honors,82,High Honors,86,High Honors,High Honors,High Honors,High Honors
5559,4900,1092,PS,300,S2B,TaraVista Behavioral Health Center,H,NA,NA,NA,Pass,78,Honors,85,Honors,NA,Pass,Honors
5560,5200,1612,OB,300,S1B,UMMHC-Memorial Campus,H,NA,High Honors,41,Honors,11,Honors,20,Honors,High Honors,Honors,Honors
5561,5201,1612,PE,300,S3A,UMMHC-University Campus,HH,NA,Honors,3.4,Honors,86,High Honors,91,High Honors,Honors,Honors,High Honors
5562,5201,1612,FC,300,S3B,Worcester Area North,HH,NA,High Honors,44.98,Honors,18.32,High Honors,18.75,High Honors,High Honors,Honors,High Honors
5563,5201,1612,PS,300,S3C,UMMHC-8 East,H,NA,Honors,89,High Honors,92,Honors,85,Honors,Honors,High Honors,Honors
5564,5200,1612,SU,300,1C5,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.28,Pass,75,High Honors,76,Honors,Honors,Pass,High Honors
5565,5200,1612,NU,302,2A4,Saint Vincent Hospital Massachusetts,H,NA,Honors,3.33,High Honors,91,Pass,13,Honors,Honors,High Honors,Pass
5566,5200,1612,ME,300B,2C5,UMMHC-Memorial Campus,H,NA,Honors,3.22,Honors,3.1,High Honors,3.5,Honors,Honors,Honors,High Honors
5567,5200,1617,OB,300,S1C,Berkshire Medical Center,H,NA,Honors,39,Honors,11,Honors,21,Honors,Honors,Honors,Honors
5568,5201,1617,FC,300,S3A,Worcester Area North,HH,NA,High Honors,44.98,Honors,18.32,High Honors,18.13,High Honors,High Honors,Honors,High Honors
5569,5201,1617,PS,300,S3B,Dr. J. Corrigan Mental Health Center,HH,NA,High Honors,98,High Honors,94,High Honors,89,High Honors,High Honors,High Honors,High Honors
5570,5201,1617,PE,300,S3C,UMMHC-University Campus,HH,NA,High Honors,3.68,Honors,89,High Honors,94,High Honors,High Honors,Honors,High Honors
5571,5200,1617,SU,300,1B5,Cape Cod Hospital,HH,NA,High Honors,3.77,Pass,73,High Honors,78,High Honors,High Honors,Pass,High Honors
5572,5200,1617,NU,302,2A4,UMMHC-University Campus,HH,NA,Honors,3.38,Honors,83,High Honors,20,High Honors,Honors,Honors,High Honors
5573,5200,1617,ME,300B,2C5,UMMHC-Memorial Campus,HH,NA,High Honors,3.88,High Honors,3.7,High Honors,3.5,High Honors,High Honors,High Honors,High Honors
5574,5300,1827,OB,300,S2B,UMMHC-Memorial Campus,HH,91,High Honors,45,Honors,11,Honors,21,High Honors,High Honors,Honors,Honors
5575,5301,1827,FC,300,S3A,Worcester Area South,HH,95.31,High Honors,44.16,Honors,17.4,High Honors,19.05,High Honors,High Honors,Honors,High Honors
5576,5301,1827,PS,300,S3B,TaraVista Behavioral Health Center,HH,94,High Honors,96,High Honors,91,High Honors,93,High Honors,High Honors,High Honors,High Honors
5577,5301,1827,PE,300,S3C,UMMHC-University Campus,HH,3.49,High Honors,3.59,Pass,77,High Honors,95,High Honors,High Honors,Pass,High Honors
5578,5300,1827,NU,302,1A4,UMMHC-University Campus,HH,91.9,High Honors,3.58,Honors,81,Honors,18,High Honors,High Honors,Honors,Honors
5579,5300,1827,ME,300B,1C5,UMMHC-Memorial Campus,HH,3.57,High Honors,3.61,Honors,3.2,High Honors,3.5,High Honors,High Honors,Honors,High Honors
5580,5300,1827,SU,300,2A5,Saint Vincent Hospital Massachusetts,HH,4,High Honors,3.67,High Honors,84,High Honors,76,High Honors,High Honors,High Honors,High Honors
