"","RecordNumber","DateReported","DateOccurred","TimeOccurred","GeographicAreaID","GeographicAreaName","GeographicSubAreaID","Part1_2","CrimeCode","CrimeCodeDesc","VictimAge","VictimSex","VictimEthnicity","CrimeSceneCode","CrimeSceneDesc","CaseStatus","CaseStatusDesc","CrimeCode1","CrimeCode2","AddressCrime","LatitudeCrime","LongitudeCrime","CriminalCharacteristicCodes","WeaponUsedCode","WeaponUsedDesc","CrossStreet","CrimeCode3"
"824","221918167",2022-12-20,2020-12-19,"1900","19","Mission","1966","1","330","BURGLARY FROM VEHICLE","27","F","H","740","OTHER PLACE OF WORSHIP","IC","Invest Cont","330",NA,"14300    TUPPER                       ST","34.2389","-118.4449","0344 1307 0352 1822 1302 1609",NA,NA,NA,NA
"825","210206749",2021-03-08,2020-11-27,"1125","2","Rampart","281","2","354","THEFT OF IDENTITY","30","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1100 S  WESTLAKE                     AV","34.0491","-118.2823","0100 1822",NA,NA,NA,NA
"826","230114590",2023-06-20,2020-02-01,"1200","1","Central","111","2","354","THEFT OF IDENTITY","25","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"600 N  HILL                         PL","34.0599","-118.2426","0922",NA,NA,NA,NA
"827","212106349",2021-01-14,2020-10-14,"1015","21","Topanga","2185","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","53","M","W","203","OTHER BUSINESS","IC","Invest Cont","341",NA,"22100    CLARENDON                    ST","34.1696","-118.6102","0344",NA,NA,NA,NA
"828","221208508",2022-03-22,2020-10-15,"1200","12","77th Street","1268","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"GRAND                        AV","33.964","-118.2739",NA,NA,NA,"84TH                         ST",NA
"829","211404448",2021-01-06,2020-12-20,"2300","14","Pacific","1441","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","22","F","W","203","OTHER BUSINESS","IC","Invest Cont","440",NA,"2500    PACIFIC                      AV","33.9826","-118.4681","0344 0394",NA,NA,NA,NA
"830","241204450",2024-01-06,2020-05-06,"1440","12","77th Street","1251","2","354","THEFT OF IDENTITY","26","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"3200 W  78TH                         PL","33.9682","-118.3287","0100 0922 0929 1822",NA,NA,NA,NA
"831","220315466",2022-08-21,2020-08-20,"1330","3","Southwest","363","1","330","BURGLARY FROM VEHICLE","29","F","H","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","IC","Invest Cont","330",NA,"3800    SANTA ROSALIA                DR","34.0104","-118.3398","1300 1307 1822",NA,NA,NA,NA
"832","221222292",2022-10-25,2020-10-25,"200","12","77th Street","1283","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"9200    LA SALLE                     AV","33.9527","-118.3058",NA,NA,NA,NA,NA
"833","222019110",2022-10-12,2020-02-09,"1205","20","Olympic","2005","2","354","THEFT OF IDENTITY","50","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"500 N  KINGSLEY                     DR","34.0799","-118.3034","0929 0930 1822 0100 0922",NA,NA,NA,NA
"834","221107379",2022-04-01,2020-06-10,"1140","11","Northeast","1116","2","354","THEFT OF IDENTITY","34","M","W","248","CELL PHONE STORE","IC","Invest Cont","354",NA,"600    MILO                         TR","34.1122","-118.2077","0100 1822 0928",NA,NA,NA,NA
"835","231613718",2023-11-03,2020-12-20,"1200","16","Foothill","1637","2","354","THEFT OF IDENTITY","54","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"10800    BETTY LOU                    LN","34.266","-118.3004","1803 1501",NA,NA,NA,NA
"836","221410135",2022-05-03,2020-08-19,"830","14","Pacific","1414","2","354","THEFT OF IDENTITY","37","M","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"600    ROSE                         AV","33.9991","-118.4721","0377",NA,NA,NA,NA
"837","221822190",2022-12-14,2020-06-16,"920","18","Southeast","1838","2","354","THEFT OF IDENTITY","45","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1900 S  SANTA ANA                    BL","33.9399","-118.2362","1822 0100 0930 0928 0922",NA,NA,NA,NA
"838","231405764",2023-02-10,2020-01-01,"1","14","Pacific","1457","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","14","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","812","860","12400    ALLIN                        ST","33.9884","-118.4177","0522","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"839","231004261",2023-01-05,2020-01-02,"1800","10","West Valley","1029","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","30","F","O","707","GARAGE/CARPORT","IC","Invest Cont","420",NA,"7100    WOODLEY                      AV","34.1994","-118.4837","1822 0344 1300",NA,NA,NA,NA
"840","220808005",2022-04-07,2020-03-08,"1","8","West LA","832","2","354","THEFT OF IDENTITY","34","F","K","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"11800    DARLINGTON                   AV","34.0513","-118.4659","0100 1822",NA,NA,NA,NA
"841","220108255",2022-03-14,2020-01-01,"420","1","Central","182","2","354","THEFT OF IDENTITY","22","M","V","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1200 S  HOPE                         ST","34.0408","-118.2644","1822 0928",NA,NA,NA,NA
"842","220412117",2022-08-15,2020-06-03,"5","4","Hollenbeck","427","2","354","THEFT OF IDENTITY","34","F","K","750","CYBERSPACE","IC","Invest Cont","354",NA,"4700    TEMPLETON                    ST","34.0821","-118.1811","0100",NA,NA,NA,NA
"843","221110194",2022-06-08,2020-01-22,"815","11","Northeast","1189","2","354","THEFT OF IDENTITY","44","M","H","602","BANK","IC","Invest Cont","354",NA,"3500    ARROYO SECO                  AV","34.0878","-118.2151","0100 0917 0928 0929 0922 0930",NA,NA,NA,NA
"844","230704850",2023-01-21,2020-01-23,"1000","7","Wilshire","737","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"300 S  ORANGE                       DR","34.0689","-118.3419",NA,NA,NA,NA,NA
"845","231109377",2023-05-25,2020-05-08,"2359","11","Northeast","1124","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","0","X","X","726","POLICE FACILITY","IC","Invest Cont","845",NA,"3300    SAN FERNANDO                 RD","34.118","-118.2489","1501",NA,NA,NA,NA
"846","222110400",2022-06-11,2020-04-19,"1430","21","Topanga","2138","2","354","THEFT OF IDENTITY","33","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"20500    LEADWELL                     ST","34.2039","-118.5808","1822 0928 0929",NA,NA,NA,NA
"847","230916996",2023-12-02,2020-07-01,"800","9","Van Nuys","906","2","649","DOCUMENT FORGERY / STOLEN FELONY","64","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","649",NA,"7200    TYRONE                       AV","34.2012","-118.4444","1822",NA,NA,NA,NA
"848","231223987",2023-11-27,2020-06-20,"2045","12","77th Street","1283","2","354","THEFT OF IDENTITY","24","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"2100 W  94TH                         PL","33.9505","-118.3154","0100 0922 0929 1822",NA,NA,NA,NA
"849","211704018",2020-12-31,2020-12-30,"1140","17","Devonshire","1782","2","624","BATTERY - SIMPLE ASSAULT","30","M","A","203","OTHER BUSINESS","AO","Adult Other","624",NA,"8900    WINNETKA                     AV","34.2318","-118.5711","1300 1817 0429 0444 0913 0448","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"850","232015967",2023-09-27,2020-09-11,"1800","20","Olympic","2022","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","10","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","812","860","300 S  MANHATTAN                    PL","34.069","-118.3104","0913 0558 0522 0500","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"851","212115371",2021-10-18,2020-11-19,"1717","21","Topanga","2157","2","354","THEFT OF IDENTITY","65","F","W","605","AUTOMATED TELLER MACHINE (ATM)","IC","Invest Cont","354",NA,"20300    HAMLIN                       ST","34.1907","-118.5753",NA,NA,NA,NA,NA
"852","231009996",2023-05-19,2020-01-03,"1625","10","West Valley","1017","2","354","THEFT OF IDENTITY","33","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"7500    OSTROM                       AV","34.2062","-118.5076","1822 0928 0100",NA,NA,NA,NA
"853","221704065",2022-01-04,2020-12-15,"1400","17","Devonshire","1718","2","662","BUNCO, GRAND THEFT","67","F","F","501","SINGLE FAMILY DWELLING","IC","Invest Cont","662",NA,"16000    SAN FERNANDO MISSION         BL","34.2754","-118.4782","0701 1202 0100 0344",NA,NA,NA,NA
"854","221107905",2022-04-15,2020-12-16,"1819","11","Northeast","1124","2","354","THEFT OF IDENTITY","48","M","H","243","DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)","IC","Invest Cont","354",NA,"3000    ROSWELL                      ST","34.1141","-118.2451","0930 0100 1822",NA,NA,NA,NA
"855","221906797",2022-03-10,2020-06-30,"700","19","Mission","1917","2","354","THEFT OF IDENTITY","28","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"14000    ASTORIA                      ST","34.312","-118.4382","0913 0377 0555",NA,NA,NA,NA
"856","221610929",2022-07-30,2020-07-01,"1200","16","Foothill","1695","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","12","M","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","627",NA,"11000    ARMINTA                      ST","34.2139","-118.3703","1259 0448","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"857","231321739",2023-12-08,2020-02-20,"915","13","Newton","1364","2","354","THEFT OF IDENTITY","33","F","B","101","STREET","IC","Invest Cont","354",NA,"1100 E  52ND                         ST","33.996","-118.2565","0100",NA,NA,NA,NA
"858","220810198",2022-05-31,2020-07-01,"1600","8","West LA","889","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"2000 S  SHERBOURNE                   DR","34.0414","-118.3825",NA,NA,NA,NA,NA
"859","220718228",2022-12-25,2020-07-21,"120","7","Wilshire","773","2","354","THEFT OF IDENTITY","55","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"1900 S  BURNSIDE                     AV","34.0419","-118.3572","0922",NA,NA,NA,NA
"860","220513949",2022-09-20,2020-08-12,"800","5","Harbor","521","2","354","THEFT OF IDENTITY","25","M","W","751","WEBSITE","IC","Invest Cont","354",NA,"800    MILLMARK GROVE               ST","33.7596","-118.2953","0377",NA,NA,NA,NA
"861","220510809",2022-06-30,2020-06-22,"1220","5","Harbor","514","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","38","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","956",NA,"1600 N  WILMINGTON                   BL","33.7897","-118.2787","0913",NA,NA,NA,NA
"862","220515053",2022-10-19,2020-07-10,"1500","5","Harbor","555","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","7","F","H","101","STREET","IC","Invest Cont","812","860","200 N  GRAND                        AV","33.7442","-118.2901","1801 0913 1258 0522","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"863","221612872",2022-09-30,2020-09-29,"1130","16","Foothill","1612","2","624","BATTERY - SIMPLE ASSAULT","28","M","H","517","MISSIONS/SHELTERS","IC","Invest Cont","624",NA,"11000    NORRIS                       AV","34.2704","-118.4162","0416 0446","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"864","212005882",2021-02-22,2020-07-20,"1200","20","Olympic","2024","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","53","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","440",NA,"500 S  WESTERN                      AV","34.0642","-118.3091","0913 0329 0344 1309 0360",NA,NA,NA,NA
"865","230606590",2023-02-20,2020-01-01,"1340","6","Hollywood","632","2","354","THEFT OF IDENTITY","23","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"8500    APPIAN                       WY","34.1074","-118.3786","1822 1501",NA,NA,NA,NA
"866","231212326",2023-05-19,2020-03-19,"400","12","77th Street","1232","2","354","THEFT OF IDENTITY","61","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"3100 W  59TH                         PL","33.9863","-118.3264","0377",NA,NA,NA,NA
"867","221319009",2022-10-07,2020-10-07,"2250","13","Newton","1326","2","354","THEFT OF IDENTITY","51","M","H","750","CYBERSPACE","IC","Invest Cont","354",NA,"2700    HOOPER                       AV","34.0157","-118.2509","0100",NA,NA,NA,NA
"868","221214276",2022-06-03,2020-03-03,"1250","12","77th Street","1273","2","354","THEFT OF IDENTITY","50","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"8900 S  HARVARD                      BL","33.9563","-118.3069","0100 0930",NA,NA,NA,NA
"869","221223354",2022-11-12,2020-09-01,"1200","12","77th Street","1218","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","12","F","H","501","SINGLE FAMILY DWELLING","AO","Adult Other","812","815","900 W  54TH                         ST","33.9932","-118.2897","0913 0556 1258 0510 0522 0528 0515","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"870","201909255",2020-04-29,2020-04-28,"1700","19","Mission","1952","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"9900    SEPULVEDA                    BL","34.2537","-118.4698",NA,NA,NA,NA,NA
"871","221110474",2022-06-16,2020-06-15,"2000","11","Northeast","1132","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","8","F","H","109","PARK/PLAYGROUND","IC","Invest Cont","812","814","3400    RIVERSIDE                    DR","34.1161","-118.271","0522 0503 0913 1817","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,"815"
"872","240904082",2024-01-03,2020-07-07,"1200","9","Van Nuys","914","2","354","THEFT OF IDENTITY","39","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"6800    KESTER                       AV","34.1939","-118.4574","0377",NA,NA,NA,NA
"873","221313546",2022-06-27,2020-11-12,"1200","13","Newton","1377","2","354","THEFT OF IDENTITY","24","F","B","750","CYBERSPACE","IC","Invest Cont","354",NA,"1500 E  55TH                         ST","33.993","-118.2478","1822 0100",NA,NA,NA,NA
"874","241204448",2024-01-05,2020-08-19,"1830","12","77th Street","1258","2","354","THEFT OF IDENTITY","30","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"200 W  75TH                         ST","33.9718","-118.2765","0100 0929 0930 1822",NA,NA,NA,NA
"875","220710490",2022-04-09,2020-08-20,"2144","7","Wilshire","759","2","354","THEFT OF IDENTITY","44","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"3700 W  PICO                         BL","34.0495","-118.3215","0929 0922",NA,NA,NA,NA
"876","221322933",2022-12-16,2020-07-16,"1730","13","Newton","1385","2","354","THEFT OF IDENTITY","64","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"300 E  59TH                         PL","33.9861","-118.2696","0377",NA,NA,NA,NA
"877","230506258",2023-03-01,2020-07-22,"2000","5","Harbor","567","2","810","SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","14","F","X","501","SINGLE FAMILY DWELLING","AO","Adult Other","810",NA,"400 W  16TH                         ST","33.7297","-118.2858","0913 1259 0533",NA,NA,NA,NA
"878","222115311",2022-10-12,2020-11-19,"1200","21","Topanga","2107","2","354","THEFT OF IDENTITY","51","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"8400    DE SOTO                      AV","34.2222","-118.5885","1822",NA,NA,NA,NA
"879","231907171",2023-03-21,2020-03-15,"1200","19","Mission","1983","2","812","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","14","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","812","860","8500    COLUMBUS                     AV","34.2246","-118.4654","1259 1801 1817 0913 0503","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"880","220717331",2022-12-03,2020-11-18,"1350","7","Wilshire","782","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","46","F","P","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","440",NA,"5900    BURCHARD                     AV","34.0365","-118.3734","0344 1822",NA,NA,NA,NA
"881","221322196",2022-12-09,2020-02-09,"545","13","Newton","1393","2","354","THEFT OF IDENTITY","19","M","B","802","MUNICIPAL BUS LINE INCLUDES LADOT/DASH","IC","Invest Cont","354",NA,"6900 S  MAIN                         ST","33.9786","-118.2761","0100",NA,NA,NA,NA
"882","221508746",2022-04-19,2020-10-30,"900","15","N Hollywood","1523","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","27","M","O","704","ELEMENTARY SCHOOL","IC","Invest Cont","740",NA,"6000    BELLAIRE                     AV","34.1794","-118.4094","1300 0329",NA,NA,NA,NA
"883","221704848",2022-01-20,2020-03-08,"1200","17","Devonshire","1791","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","57","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","956",NA,"8500    DE SOTO                      AV","34.2246","-118.5885","1906 0913 1817",NA,NA,NA,NA
"884","221614389",2022-11-18,2020-11-17,"1015","16","Foothill","1641","2","354","THEFT OF IDENTITY","31","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"13300    TERRA BELLA                  ST","34.2552","-118.4225","0929",NA,NA,NA,NA
"885","220416185",2022-12-09,2020-02-09,"1710","4","Hollenbeck","462","2","354","THEFT OF IDENTITY","51","M","H","203","OTHER BUSINESS","IC","Invest Cont","354",NA,"1800 E  4TH                          ST","34.0431","-118.2196","0100",NA,NA,NA,NA
"886","221105114",2022-01-31,2020-07-27,"1305","11","Northeast","1152","2","354","THEFT OF IDENTITY","25","M","W","750","CYBERSPACE","IC","Invest Cont","354",NA,"4200    CLAYTON                      AV","34.1","-118.2819","0928 1822",NA,NA,NA,NA
"887","221316918",2022-09-01,2020-09-01,"600","13","Newton","1317","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"900    MCGARRY                      ST","34.0284","-118.24",NA,NA,NA,NA,NA
"888","221319458",2022-10-17,2020-09-01,"1200","13","Newton","1367","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","13","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","627",NA,"31ST                         ST","33.9993","-118.2432","1259 0446 0552","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","GRIFFITH                     AV",NA
"889","230905264",2023-02-04,2020-07-04,"1155","9","Van Nuys","974","2","354","THEFT OF IDENTITY","28","F","O","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"4700    VISTA DEL MONTE              AV","34.1558","-118.4498","1501",NA,NA,NA,NA
"890","221514166",2022-08-25,2020-04-25,"815","15","N Hollywood","1591","2","354","THEFT OF IDENTITY","57","F","W","248","CELL PHONE STORE","IC","Invest Cont","354",NA,"4100    VANETTA                      PL","34.1395","-118.4051","0377 1822",NA,NA,NA,NA
"891","220106667",2022-02-15,2020-02-06,"1000","1","Central","153","2","354","THEFT OF IDENTITY","61","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"500 S  SPRING                       ST","34.0467","-118.252","0935 0361",NA,NA,NA,NA
"892","221604195",2022-01-05,2020-02-10,"1230","16","Foothill","1622","2","354","THEFT OF IDENTITY","28","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"13500    MERCER                       ST","34.2653","-118.4269","0923 0928 1822 0377",NA,NA,NA,NA
"893","221005417",2022-02-08,2020-06-30,"1300","10","West Valley","1001","2","354","THEFT OF IDENTITY","53","M","H","750","CYBERSPACE","IC","Invest Cont","354",NA,"19200    SATICOY                      ST","34.2143","-118.5534","1822 0930",NA,NA,NA,NA
"894","232009541",2023-05-08,2020-08-01,"2155","20","Olympic","2054","2","354","THEFT OF IDENTITY","29","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"3000 W  OLYMPIC                      BL","34.0526","-118.3004","0100 1822 0928",NA,NA,NA,NA
"895","231715667",2023-09-25,2020-09-03,"2000","17","Devonshire","1722","2","354","THEFT OF IDENTITY","42","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"21600    DEVONSHIRE                   ST","34.2607","-118.6025","0929 0930 0935 0928 1822",NA,NA,NA,NA
"896","220911156",2022-07-06,2020-01-01,"1","9","Van Nuys","941","1","310","BURGLARY","64","F","W","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"15300    HATTERAS                     ST","34.1757","-118.4662","0358 0344",NA,NA,NA,NA
"897","231820987",2023-11-27,2020-01-27,"1320","18","Southeast","1844","2","354","THEFT OF IDENTITY","18","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"11000    AVALON                       BL","33.9356","-118.2652","0100 0935 1501 1822",NA,NA,NA,NA
"898","231304299",2023-01-06,2020-01-06,"905","13","Newton","1391","2","354","THEFT OF IDENTITY","26","F","B","750","CYBERSPACE","IC","Invest Cont","354",NA,"W  69TH                         ST","33.9774","-118.2783","0100",NA,NA,"S  BROADWAY",NA
"899","221420220",2022-12-10,2020-10-24,"1500","14","Pacific","1407","2","354","THEFT OF IDENTITY","21","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"10100    TABOR                        ST","34.0269","-118.4037",NA,NA,NA,NA,NA
"900","230312758",2023-06-26,2020-08-17,"1435","3","Southwest","361","2","354","THEFT OF IDENTITY","20","F","B","101","STREET","IC","Invest Cont","354",NA,"5000    OBAMA                        BL","34.0215","-118.3515","1822 0930",NA,NA,NA,NA
"901","222007220",2022-03-18,2020-07-05,"448","20","Olympic","2014","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","25","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","815",NA,"100 S  NORMANDIE                    AV","34.0726","-118.3029","0500 0515 1822","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"902","231310852",2023-05-17,2020-11-19,"1540","13","Newton","1361","2","354","THEFT OF IDENTITY","67","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"200 W  47TH                         ST","34.001","-118.2766","0377",NA,NA,NA,NA
"903","200308100",2020-03-07,2020-03-06,"2200","3","Southwest","317","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"VERMONT","34.0344","-118.2915",NA,NA,NA,"24TH",NA
"904","220509311",2022-05-19,2020-12-17,"2210","5","Harbor","515","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","54","F","H","101","STREET","IC","Invest Cont","331",NA,"1500 N  FRIES                        AV","33.7932","-118.2659","1822 0385 0344",NA,NA,NA,NA
"905","220806536",2022-03-03,2020-12-29,"1","8","West LA","857","2","354","THEFT OF IDENTITY","31","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1400    REEVES                       ST","34.0553","-118.3965","0100 0930 1822",NA,NA,NA,NA
"906","222013904",2022-07-13,2020-07-05,"1640","20","Olympic","2033","2","354","THEFT OF IDENTITY","70","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"900 S  SERRANO                      AV","34.0559","-118.3066","1822 0100 0930",NA,NA,NA,NA
"907","221218275",2022-08-24,2020-06-01,"1","12","77th Street","1253","2","662","BUNCO, GRAND THEFT","66","M","B","708","CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","IC","Invest Cont","662",NA,"1700 W  FLORENCE                     AV","33.9746","-118.3068","0701 0800 1202",NA,NA,NA,NA
"908","220304310",2022-01-07,2020-09-22,"1000","3","Southwest","334","1","352","PICKPOCKET","52","M","B","101","STREET","IC","Invest Cont","352",NA,"3000    11TH                         AV","34.0276","-118.3293","1822 0344",NA,NA,NA,NA
"909","210704126",2021-01-04,2020-12-20,"1145","7","Wilshire","782","1","310","BURGLARY","42","M","H","203","OTHER BUSINESS","IC","Invest Cont","310",NA,"5900    VENICE                       BL","34.0397","-118.37","0344",NA,NA,NA,NA
"910","220304311",2022-01-07,2020-06-07,"950","3","Southwest","379","2","354","THEFT OF IDENTITY","24","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1000 W  38TH                         ST","34.0169","-118.2915","0930 0922 1822 0344 0100",NA,NA,NA,NA
"911","232110968",2023-06-27,2020-03-01,"1100","21","Topanga","2128","2","662","BUNCO, GRAND THEFT","38","M","A","501","SINGLE FAMILY DWELLING","IC","Invest Cont","662",NA,"20300    STAGG                        ST","34.2107","-118.5754",NA,NA,NA,NA,NA
"912","222106599",2022-03-09,2020-05-28,"1200","21","Topanga","2111","2","354","THEFT OF IDENTITY","57","M","A","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"24000    STRATHERN                    ST","34.215","-118.6503","0377 0928 1822",NA,NA,NA,NA
"913","231307986",2023-03-15,2020-01-01,"1","13","Newton","1364","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","42","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","626",NA,"4600    HOOPER                       AV","33.9994","-118.2543","0444 0913 2000 1814 0448 0416","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"914","221614385",2022-11-19,2020-11-18,"2130","16","Foothill","1684","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"12000    KESWICK                      ST","34.2103","-118.3943",NA,NA,NA,NA,NA
"915","220805315",2022-02-01,2020-01-01,"1200","8","West LA","898","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","31","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","236",NA,"3100 S  CANFIELD                     AV","34.0326","-118.3941","2000 0400 0408 0448","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"916","231209551",2023-04-03,2020-07-02,"1200","12","77th Street","1242","2","354","THEFT OF IDENTITY","24","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"6200 S  VAN NESS                     AV","33.9818","-118.3221","0100 0929 0930",NA,NA,NA,NA
